Answer1: 6’2/9
Answer5670: 10’4/5
Answer5671: 34
Answer5672: 42
Answer5673: 2’1/3
Answer5674: 1
Answer5675: 1’1/3
Answer5676: 8
Answer5677: 2
Answer5678: 1’5/9
Answer5679: 32
Answer5680: 12
Answer5681: 1
Answer5682: 6
Answer5683: 8’3/4
Answer5684: 8/15
Answer5685: 3’7/18
Answer5686: 2/3
Answer5687: 3
Answer5688: 1’1/15
Answer5689: 25’1/2
Answer5690: 4’2/3
Answer5691: 32
Answer5692: 9/14
Answer5693: 9’1/2
Answer5694: 3
Answer5695: 1/8
Answer5696: 7’5/7
Answer5697: 13
Answer5698: 6’1/6
Answer5699: 10
Answer5700: 1’1/7
Answer5701: 5’1/6
Answer5702: 56’2/3
Answer5703: 10
Answer5704: 12
Answer5705: 4’1/2
Answer5706: 7/16
Answer5707: 12
Answer5708: 12’4/5
Answer5709: 19
Answer5710: 1/3
Answer5711: 11
Answer5712: 1
Answer5713: 3/5
Answer5714: 126
Answer5715: 16
Answer5716: 19
Answer5717: 70’1/2
Answer5718: 8
Answer5719: 38’2/5
Answer5720: 3
Answer5721: 10
Answer5722: 10
Answer5723: 1’1/8
Answer5724: 11
Answer5725: 13
Answer5726: 24’3/8
Answer5727: 63
Answer5728: 5
Answer5729: 50
Answer5730: 5
Answer5731: 4
Answer5732: 7
Answer5733: 7/9
Answer5734: 9’7/10
Answer5735: 9’1/7
Answer5736: 1
Answer5737: 14
Answer5738: 18
Answer5739: 53
Answer5740: 41
Answer5741: 11
Answer5742: 1’2/3
Answer5743: 10
Answer5744: 3/4
Answer5745: 4
Answer5746: 2’3/7
Answer5747: 2/9
Answer5748: 48
Answer5749: 11’2/3
Answer5750: 13
Answer5751: 7
Answer5752: 6
Answer5753: 36
Answer5754: 5/8
Answer5755: 15
Answer5756: 90
Answer5757: 1
Answer5758: 3
Answer5759: 2’2/5
Answer5760: 16
Answer5761: 11
Answer5762: 42
Answer5763: 1’1/3
Answer5764: 25
Answer5765: 11
Answer5766: 49
Answer5767: 45
Answer5768: 5
Answer5769: 7’1/3
Answer5770: 6’6/7
Answer5771: 2’2/5
Answer5772: 8
Answer5773: 1
Answer5774: 42
Answer5775: 17’2/3
Answer5776: 7
Answer5777: 10
Answer5778: 9
Answer5779: 8’1/3
Answer5780: 14/81
Answer5781: 4
Answer5782: 1/20
Answer5783: 5/6
Answer5784: 80
Answer5785: 43
Answer5786: 108
Answer5787: 49
Answer5788: 13
Answer5789: 100
Answer5790: 1
Answer5791: 2’2/5
Answer5792: 1/84
Answer5793: 36
Answer5794: 1’1/5
Answer5795: 1/2
Answer5796: 3
Answer5797: 8’2/3
Answer5798: 10
Answer5799: 4/7
Answer5800: 14
Answer5801: 26
Answer5802: 20
Answer5803: 4’1/3
Answer5804: 6’4/5
Answer5805: 3/80
Answer5806: 1/14
Answer5807: 2
Answer5808: 50
Answer5809: 22
Answer5810: 1/3
Answer5811: 7’3/8
Answer5812: 9
Answer5813: 20
Answer5814: 13
Answer5815: 217
Answer5816: 49
Answer5817: 75’3/5
Answer5818: 4’1/2
Answer5819: 2
Answer5820: 3’1/9
Answer5821: 9’11/18
Answer5822: 12’1/4
Answer5823: 9/10
Answer5824: 8
Answer5825: 2/3
Answer5826: 14
Answer5827: 16
Answer5828: 18
Answer5829: 10
Answer5830: 18
Answer5831: 2’1/2
Answer5832: 1’1/7
Answer5833: 3’1/3
Answer5834: 10
Answer5835: 27
Answer5836: 1’3/7
Answer5837: 1’1/3
Answer5838: 3’1/3
Answer5839: 5’1/2
Answer5840: 7’7/8
Answer5841: 288
Answer5842: 84
Answer5843: 15
Answer5844: 4’5/24
Answer5845: 7/10
Answer5846: 7
Answer5847: 9
Answer5848: 1’4/5
Answer5849: 38
Answer5850: 13/18
Answer5851: 1’3/4
Answer5852: 4
Answer5853: 7
Answer5854: 7/100
Answer5855: 12’8/9
Answer5856: 12
Answer5857: 26
Answer5858: 31
Answer5859: 8
Answer5860: 2
Answer5861: 100
Answer5862: 24
Answer5863: 1’1/3
Answer5864: 37
Answer5865: 2’2/5
Answer5866: 7
Answer5867: 1’1/2
Answer5868: 1’1/9
Answer5869: 5
Answer5870: 4’1/10
Answer5871: 1
Answer5872: 6’1/2
Answer5873: 9
Answer5874: 1/3
Answer5875: 7/10
Answer5876: 55
Answer5877: 1’4/5
Answer5878: 15
Answer5879: 71
Answer5880: 15
Answer5881: 2’1/8
Answer5882: 9
Answer5883: 2’1/3
Answer5884: 27
Answer5885: 13
Answer5886: 13
Answer5887: 16
Answer5888: 4/35
Answer5889: 12
Answer5890: 8
Answer5891: 2/15
Answer5892: 5
Answer5893: 9’3/5
Answer5894: 1
Answer5895: 1
Answer5896: 289
Answer5897: 54
Answer5898: 5
Answer5899: 59
Answer5900: 54
Answer5901: 5/28
Answer5902: 1/2
Answer5903: 6’1/3
Answer5904: 10
Answer5905: 18
Answer5906: 11’8/9
Answer5907: 1/7
Answer5908: 2’1/2
Answer5909: 4’2/9
Answer5910: 7/9
Answer5911: 1’1/2
Answer5912: 32
Answer5913: 6’4/7
Answer5914: 427
Answer5915: 7
Answer5916: 1
Answer5917: 4’1/3
Answer5918: 9
Answer5919: 4
Answer5920: 12
Answer5921: 1/2
Answer5922: 2/3
Answer5923: 1’1/4
Answer5924: 7
Answer5925: 8’7/8
Answer5926: 1’2/3
Answer5927: 63
Answer5928: 8
Answer5929: 4
Answer5930: 5’6/7
Answer5931: 12
Answer5932: 336
Answer5933: 1/4
Answer5934: 11
Answer5935: 3
Answer5936: 13’5/7
Answer5937: 1/2
Answer5938: 1’3/4
Answer5939: 1/6
Answer5940: 48
Answer5941: 3/5
Answer5942: 5
Answer5943: 8/45
Answer5944: 63
Answer5945: 18
Answer5946: 10’3/5
Answer5947: 14
Answer5948: 1’1/2
Answer5949: 20
Answer5950: 22
Answer5951: 11
Answer5952: 5/8
Answer5953: 48
Answer5954: 90
Answer5955: 15
Answer5956: 9
Answer5957: 60
Answer5958: 1’2/3
Answer5959: 7
Answer5960: 72
Answer5961: 2
Answer5962: 70
Answer5963: 3
Answer5964: 30
Answer5965: 3/5
Answer5966: 2/3
Answer5967: 70
Answer5968: 14
Answer5969: 8
Answer5970: 2’3/4
Answer5971: 13
Answer5972: 2’7/60
Answer5973: 18
Answer5974: 18’1/5
Answer5975: 12
Answer5976: 2
Answer5977: 2/5
Answer5978: 2
Answer5979: 1’1/9
Answer5980: 2’1/2
Answer5981: 40
Answer5982: 79
Answer5983: 16
Answer5984: 1050
Answer5985: 16
Answer5986: 31
Answer5987: 1’1/3
Answer5988: 225
Answer5989: 3’1/2
Answer5990: 14
Answer5991: 18
Answer5992: 8
Answer5993: 3
Answer5994: 50
Answer5995: 2
Answer5996: 10’3/10
Answer5997: 10
Answer5998: 640
Answer5999: 11
Answer6000: 6
Answer6001: 2
Answer6002: 12
Answer6003: 2’2/3
Answer6004: 9’3/4
Answer6005: 60
Answer6006: 12
Answer6007: 10
Answer6008: 8’2/5
Answer6009: 32
Answer6010: 1’5/7
Answer6011: 53
Answer6012: 6
Answer6013: 9
Answer6014: 81
Answer6015: 32
Answer6016: 23
Answer6017: 35
Answer6018: 1’1/3
Answer6019: 26
Answer6020: 8’5/7
Answer6021: 12’1/3
Answer6022: 1/10
Answer6023: 6
Answer6024: 3/4
Answer6025: 18
Answer6026: 8
Answer6027: 18’7/8
Answer6028: 1’3/4
Answer6029: 6
Answer6030: 12
Answer6031: 10
Answer6032: 1/8
Answer6033: 3
Answer6034: 182
Answer6035: 6’4/5
Answer6036: 11
Answer6037: 2’2/3
Answer6038: 10
Answer6039: 192
Answer6040: 3
Answer6041: 5
Answer6042: 7
Answer6043: 17’1/9
Answer6044: 4’1/2
Answer6045: 13
Answer6046: 7
Answer6047: 7’1/5
Answer6048: 12’1/7
Answer6049: 83
Answer6050: 4
Answer6051: 16
Answer6052: 4/27
Answer6053: 10
Answer6054: 4’4/5
Answer6055: 102
Answer6056: 24
Answer6057: 3/4
Answer6058: 11
Answer6059: 2’1/3
Answer6060: 13
Answer6061: 5’1/4
Answer6062: 24
Answer6063: 6
Answer6064: 22
Answer6065: 1’2/7
Answer6066: 56
Answer6067: 2
Answer6068: 5/14
Answer6069: 14
Answer6070: 4’2/3
Answer6071: 23
Answer6072: 11
Answer6073: 10
Answer6074: 5
Answer6075: 1/80
Answer6076: 14
Answer6077: 1
Answer6078: 11
Answer6079: 7/9
Answer6080: 10
Answer6081: 4’1/2
Answer6082: 63
Answer6083: 72
Answer6084: 10
Answer6085: 10
Answer6086: 4’2/9
Answer6087: 8’2/5
Answer6088: 112
Answer6089: 21
Answer6090: 14
Answer6091: 6
Answer6092: 3’1/3
Answer6093: 126
Answer6094: 5/112
Answer6095: 6/7
Answer6096: 2/3
Answer6097: 5
Answer6098: 6
Answer6099: 2/9
Answer6100: 1/9
Answer6101: 12
Answer6102: 11
Answer6103: 61
Answer6104: 8’2/3
Answer6105: 1296
Answer6106: 19’1/4
Answer6107: 1
Answer6108: 252
Answer6109: 3/20
Answer6110: 1/2
Answer6111: 2240
Answer6112: 2’2/3
Answer6113: 3/4
Answer6114: 6
Answer6115: 6’2/5
Answer6116: 15’4/5
Answer6117: 17
Answer6118: 42
Answer6119: 11
Answer6120: 18
Answer6121: 17
Answer6122: 37
Answer6123: 15
Answer6124: 3
Answer6125: 8’2/3
Answer6126: 100
Answer6127: 2/7
Answer6128: 8
Answer6129: 1’3/4
Answer6130: 14
Answer6131: 32’1/3
Answer6132: 4
Answer6133: 2’2/3
Answer6134: 1’1/2
Answer6135: 20’3/5
Answer6136: 13
Answer6137: 3/40
Answer6138: 8
Answer6139: 14
Answer6140: 216
Answer6141: 13’1/2
Answer6142: 12’9/10
Answer6143: 7
Answer6144: 1
Answer6145: 9’1/2
Answer6146: 3
Answer6147: 6
Answer6148: 9
Answer6149: 3’3/4
Answer6150: 6’3/4
Answer6151: 9’1/10
Answer6152: 7/10
Answer6153: 21
Answer6154: 2’1/2
Answer6155: 1’1/2
Answer6156: 1
Answer6157: 27
Answer6158: 1
Answer6159: 1
Answer6160: 42
Answer6161: 1
Answer6162: 4’1/2
Answer6163: 10
Answer6164: 4’8/9
Answer6165: 3
Answer6166: 9
Answer6167: 20
Answer6168: 13
Answer6169: 5
Answer6170: 6/7
Answer6171: 11’1/6
Answer6172: 16
Answer6173: 3/5
Answer6174: 31
Answer6175: 54
Answer6176: 33
Answer6177: 7
Answer6178: 11
Answer6179: 15
Answer6180: 1
Answer6181: 2/5
Answer6182: 24
Answer6183: 16’1/2
Answer6184: 4
Answer6185: 7’3/10
Answer6186: 30
Answer6187: 19
Answer6188: 30
Answer6189: 15
Answer6190: 24
Answer6191: 72
Answer6192: 2’2/3
Answer6193: 5400
Answer6194: 70
Answer6195: 49
Answer6196: 70
Answer6197: 17
Answer6198: 10
Answer6199: 15
Answer6200: 1
Answer6201: 6
Answer6202: 1
Answer6203: 7
Answer6204: 6
Answer6205: 43’1/5
Answer6206: 9’1/4
Answer6207: 5
Answer6208: 11
Answer6209: 72
Answer6210: 9’1/4
Answer6211: 16
Answer6212: 6’2/3
Answer6213: 12
Answer6214: 25
Answer6215: 17
Answer6216: 1’4/5
Answer6217: 10
Answer6218: 3/64
Answer6219: 24
Answer6220: 8’3/4
Answer6221: 13
Answer6222: 560
Answer6223: 2’2/5
Answer6224: 14
Answer6225: 1/5
Answer6226: 40
Answer6227: 13
Answer6228: 1
Answer6229: 32
Answer6230: 19
Answer6231: 1/10
Answer6232: 28
Answer6233: 5
Answer6234: 6’1/9
Answer6235: 18
Answer6236: 9
Answer6237: 5
Answer6238: 15
Answer6239: 20
Answer6240: 4/5
Answer6241: 15
Answer6242: 10’2/7
Answer6243: 9’1/2
Answer6244: 8
Answer6245: 20
Answer6246: 29
Answer6247: 63
Answer6248: 1/3
Answer6249: 7
Answer6250: 90
Answer6251: 16
Answer6252: 5/63
Answer6253: 1
Answer6254: 10
Answer6255: 18
Answer6256: 8
Answer6257: 2
Answer6258: 5
Answer6259: 1’1/5
Answer6260: 1’1/2
Answer6261: 1’2/5
Answer6262: 4’5/8
Answer6263: 2
Answer6264: 40
Answer6265: 10
Answer6266: 39
Answer6267: 11
Answer6268: 26
Answer6269: 2
Answer6270: 2
Answer6271: 3/4
Answer6272: 16
Answer6273: 360
Answer6274: 11
Answer6275: 14
Answer6276: 1
Answer6277: 8’1/2
Answer6278: 7’1/3
Answer6279: 11’1/4
Answer6280: 16
Answer6281: 77
Answer6282: 5
Answer6283: 19
Answer6284: 4
Answer6285: 14
Answer6286: 3’1/4
Answer6287: 4
Answer6288: 16’3/4
Answer6289: 1
Answer6290: 3’1/2
Answer6291: 1
Answer6292: 4/5
Answer6293: 7
Answer6294: 1’1/7
Answer6295: 14
Answer6296: 2’2/9
Answer6297: 15
Answer6298: 6
Answer6299: 20
Answer6300: 5
Answer6301: 3’1/2
Answer6302: 40
Answer6303: 1’7/8
Answer6304: 20
Answer6305: 8
Answer6306: 16
Answer6307: 2’3/8
Answer6308: 2’3/28
Answer6309: 68
Answer6310: 12
Answer6311: 266
Answer6312: 12
Answer6313: 27
Answer6314: 54
Answer6315: 54
Answer6316: 22
Answer6317: 7’1/4
Answer6318: 6
Answer6319: 3
Answer6320: 5
Answer6321: 12
Answer6322: 5’1/2
Answer6323: 21
Answer6324: 900
Answer6325: 11
Answer6326: 1’2/5
Answer6327: 8
Answer6328: 5
Answer6329: 3/4
Answer6330: 4/9
Answer6331: 20
Answer6332: 2
Answer6333: 6/7
Answer6334: 87
Answer6335: 298
Answer6336: 2
Answer6337: 12
Answer6338: 6’4/9
Answer6339: 12
Answer6340: 11
Answer6341: 1’1/27
Answer6342: 2’6/7
Answer6343: 1’1/2
Answer6344: 1/2
Answer6345: 9/35
Answer6346: 15
Answer6347: 2
Answer6348: 9
Answer6349: 21’1/2
Answer6350: 13
Answer6351: 25
Answer6352: 224
Answer6353: 1
Answer6354: 4’7/27
Answer6355: 11
Answer6356: 11
Answer6357: 360
Answer6358: 810
Answer6359: 49
Answer6360: 6
Answer6361: 16
Answer6362: 5’1/3
Answer6363: 5
Answer6364: 4/7
Answer6365: 63
Answer6366: 19’1/2
Answer6367: 64
Answer6368: 8
Answer6369: 62
Answer6370: 8
Answer6371: 9’5/9
Answer6372: 10
Answer6373: 29’1/2
Answer6374: 49
Answer6375: 6
Answer6376: 2’1/2
Answer6377: 2’7/90
Answer6378: 2’2/9
Answer6379: 13
Answer6380: 15
Answer6381: 2’1/3
Answer6382: 8’3/10
Answer6383: 10/27
Answer6384: 1’1/4
Answer6385: 1
Answer6386: 17
Answer6387: 7
Answer6388: 1
Answer6389: 1’1/2
Answer6390: 20
Answer6391: 18
Answer6392: 2
Answer6393: 2’8/9
Answer6394: 9/56
Answer6395: 1
Answer6396: 3/10
Answer6397: 1’3/5
Answer6398: 16’1/4
Answer6399: 27
Answer6400: 2
Answer6401: 30
Answer6402: 13
Answer6403: 2/3
Answer6404: 560
Answer6405: 6
Answer6406: 2/5
Answer6407: 12’1/4
Answer6408: 5
Answer6409: 12’2/3
Answer6410: 19
Answer6411: 16
Answer6412: 1
Answer6413: 28
Answer6414: 60
Answer6415: 16
Answer6416: 10
Answer6417: 140
Answer6418: 16
Answer6419: 64
Answer6420: 1’1/2
Answer6421: 2
Answer6422: 54
Answer6423: 5
Answer6424: 48
Answer6425: 13
Answer6426: 16
Answer6427: 30
Answer6428: 4
Answer6429: 13
Answer6430: 2/3
Answer6431: 6’8/9
Answer6432: 12’1/2
Answer6433: 2/15
Answer6434: 7/72
Answer6435: 4
Answer6436: 7’2/3
Answer6437: 2
Answer6438: 1/5
Answer6439: 8’3/4
Answer6440: 72
Answer6441: 86
Answer6442: 2
Answer6443: 6
Answer6444: 1’1/8
Answer6445: 11
Answer6446: 10
Answer6447: 5/7
Answer6448: 11
Answer6449: 4
Answer6450: 7’1/9
Answer6451: 6’3/5
Answer6452: 5
Answer6453: 1’4/5
Answer6454: 21
Answer6455: 13
Answer6456: 26
Answer6457: 4/5
Answer6458: 7
Answer6459: 2
Answer6460: 13
Answer6461: 54
Answer6462: 3/4
Answer6463: 82
Answer6464: 18’2/3
Answer6465: 6
Answer6466: 3/4
Answer6467: 8’1/3
Answer6468: 3’1/4
Answer6469: 3
Answer6470: 4’1/5
Answer6471: 36
Answer6472: 4’4/9
Answer6473: 1’7/8
Answer6474: 15
Answer6475: 8/9
Answer6476: 1’1/4
Answer6477: 47
Answer6478: 2’1/10
Answer6479: 16
Answer6480: 70
Answer6481: 3
Answer6482: 5/16
Answer6483: 270
Answer6484: 2/5
Answer6485: 2
Answer6486: 3
Answer6487: 81
Answer6488: 1/54
Answer6489: 20
Answer6490: 11
Answer6491: 150
Answer6492: 54’2/3
Answer6493: 81
Answer6494: 80
Answer6495: 4’6/7
Answer6496: 1/9
Answer6497: 3’7/8
Answer6498: 24
Answer6499: 100
Answer6500: 3
Answer6501: 1
Answer6502: 6’1/7
Answer6503: 10
Answer6504: 18
Answer6505: 39
Answer6506: 1’8/19
Answer6507: 18
Answer6508: 3’1/3
Answer6509: 2
Answer6510: 1
Answer6511: 50
Answer6512: 3/5
Answer6513: 10
Answer6514: 2
Answer6515: 1
Answer6516: 54
Answer6517: 15
Answer6518: 10
Answer6519: 2’1/4
Answer6520: 9
Answer6521: 60
Answer6522: 6
Answer6523: 17
Answer6524: 12
Answer6525: 18
Answer6526: 11
Answer6527: 3
Answer6528: 5’2/3
Answer6529: 3/7
Answer6530: 80
Answer6531: 9’1/5
Answer6532: 4
Answer6533: 4
Answer6534: 11
Answer6535: 13
Answer6536: 12’6/7
Answer6537: 2’2/7
Answer6538: 25
Answer6539: 7
Answer6540: 100
Answer6541: 10
Answer6542: 4
Answer6543: 1/6
Answer6544: 3
Answer6545: 64
Answer6546: 9/10
Answer6547: 39
Answer6548: 1’3/4
Answer6549: 1/2
Answer6550: 10’1/6
Answer6551: 1’7/8
Answer6552: 2’1/7
Answer6553: 1
Answer6554: 6’2/3
Answer6555: 5
Answer6556: 18
Answer6557: 5
Answer6558: 7’1/2
Answer6559: 7
Answer6560: 1’1/3
Answer6561: 1/2
Answer6562: 26
Answer6563: 36
Answer6564: 1’4/5
Answer6565: 46
Answer6566: 4
Answer6567: 1/6
Answer6568: 15
Answer6569: 3/5
Answer6570: 4’1/2
Answer6571: 17
Answer6572: 12
Answer6573: 15
Answer6574: 45
Answer6575: 2
Answer6576: 2/45
Answer6577: 37
Answer6578: 7/60
Answer6579: 1’1/6
Answer6580: 1/5
Answer6581: 10
Answer6582: 53
Answer6583: 15
Answer6584: 5/32
Answer6585: 110
Answer6586: 16
Answer6587: 5
Answer6588: 3/4
Answer6589: 13
Answer6590: 72
Answer6591: 43
Answer6592: 90
Answer6593: 3
Answer6594: 11
Answer6595: 11
Answer6596: 3
Answer6597: 1’1/4
Answer6598: 1
Answer6599: 20
Answer6600: 1/8
Answer6601: 2/63
Answer6602: 14
Answer6603: 7
Answer6604: 7’1/18
Answer6605: 6
Answer6606: 2/9
Answer6607: 16
Answer6608: 86
Answer6609: 8
Answer6610: 9’1/9
Answer6611: 7
Answer6612: 72
Answer6613: 1’1/5
Answer6614: 10/11
Answer6615: 9
Answer6616: 4
Answer6617: 23
Answer6618: 2’1/2
Answer6619: 180
Answer6620: 1/10
Answer6621: 1/6
Answer6622: 2
Answer6623: 5
Answer6624: 14
Answer6625: 1’1/2
Answer6626: 2’1/2
Answer6627: 9
Answer6628: 7’2/3
Answer6629: 3’1/2
Answer6630: 1’2/5
Answer6631: 15
Answer6632: 30
Answer6633: 10
Answer6634: 5
Answer6635: 10
Answer6636: 3
Answer6637: 1
Answer6638: 19
Answer6639: 71
Answer6640: 2
Answer6641: 13
Answer6642: 432
Answer6643: 8/9
Answer6644: 13
Answer6645: 11
Answer6646: 30
Answer6647: 7
Answer6648: 5’1/2
Answer6649: 45
Answer6650: 1/7
Answer6651: 16
Answer6652: 1’1/9
Answer6653: 1/4
Answer6654: 13
Answer6655: 2
Answer6656: 55
Answer6657: 4
Answer6658: 72
Answer6659: 3/5
Answer6660: 4’3/4
Answer6661: 12
Answer6662: 53
Answer6663: 56’1/4
Answer6664: 26’2/3
Answer6665: 6
Answer6666: 3
Answer6667: 12
Answer6668: 1’1/2
Answer6669: 2’1/2
Answer6670: 6/7
Answer6671: 86
Answer6672: 33
Answer6673: 4/5
Answer6674: 120
Answer6675: 8’1/8
Answer6676: 20
Answer6677: 2’1/3
Answer6678: 12
Answer6679: 28
Answer6680: 4’1/5
Answer6681: 6
Answer6682: 11
Answer6683: 3
Answer6684: 9’1/3
Answer6685: 9
Answer6686: 26
Answer6687: 8
Answer6688: 4
Answer6689: 5’3/4
Answer6690: 24
Answer6691: 1’3/5
Answer6692: 21
Answer6693: 5
Answer6694: 16
Answer6695: 1
Answer6696: 20
Answer6697: 108
Answer6698: 64
Answer6699: 12
Answer6700: 9
Answer6701: 1’7/18
Answer6702: 2’1/2
Answer6703: 7
Answer6704: 14
Answer6705: 21
Answer6706: 97
Answer6707: 3/5
Answer6708: 33
Answer6709: 12
Answer6710: 3’2/3
Answer6711: 8/9
Answer6712: 1
Answer6713: 20
Answer6714: 1/15
Answer6715: 1’1/4
Answer6716: 56
Answer6717: 1/2
Answer6718: 40
Answer6719: 10
Answer6720: 100
Answer6721: 6
Answer6722: 8
Answer6723: 18
Answer6724: 2/5
Answer6725: 2/25
Answer6726: 480
Answer6727: 40
Answer6728: 12
Answer6729: 24
Answer6730: 21
Answer6731: 1/3
Answer6732: 1
Answer6733: 36
Answer6734: 6’1/2
Answer6735: 2
Answer6736: 3
Answer6737: 1/4
Answer6738: 36
Answer6739: 45
Answer6740: 6
Answer6741: 3’1/3
Answer6742: 8’5/6
Answer6743: 24
Answer6744: 72
Answer6745: 80
Answer6746: 13
Answer6747: 1’1/2
Answer6748: 1’2/3
Answer6749: 25
Answer6750: 23
Answer6751: 4
Answer6752: 35
Answer6753: 1
Answer6754: 6’2/9
Answer6755: 10
Answer6756: 47
Answer6757: 13
Answer6758: 4
Answer6759: 144
Answer6760: 1’3/4
Answer6761: 1/10
Answer6762: 13’3/4
Answer6763: 12
Answer6764: 1/7
Answer6765: 5/6
Answer6766: 12
Answer6767: 13
Answer6768: 378
Answer6769: 30
Answer6770: 1/4
Answer6771: 20’1/3
Answer6772: 3/4
Answer6773: 2
Answer6774: 1
Answer6775: 10
Answer6776: 378
Answer6777: 5
Answer6778: 15
Answer6779: 14
Answer6780: 1’1/9
Answer6781: 23
Answer6782: 34
Answer6783: 7’1/5
Answer6784: 18
Answer6785: 1/12
Answer6786: 47
Answer6787: 6’1/8
Answer6788: 16
Answer6789: 11
Answer6790: 1
Answer6791: 56
Answer6792: 1/2
Answer6793: 6
Answer6794: 13
Answer6795: 4
Answer6796: 24
Answer6797: 19
Answer6798: 900
Answer6799: 8
Answer6800: 5’1/4
Answer6801: 2/3
Answer6802: 63
Answer6803: 20
Answer6804: 42’2/3
Answer6805: 160
Answer6806: 7
Answer6807: 1/4
Answer6808: 5
Answer6809: 1’4/5
Answer6810: 2/3
Answer6811: 14
Answer6812: 6/7
Answer6813: 1
Answer6814: 52
Answer6815: 136
Answer6816: 7
Answer6817: 11
Answer6818: 1512
Answer6819: 32
Answer6820: 13
Answer6821: 13
Answer6822: 1/32
Answer6823: 5
Answer6824: 8
Answer6825: 6
Answer6826: 8
Answer6827: 1
Answer6828: 30
Answer6829: 1/12
Answer6830: 1
Answer6831: 3’1/2
Answer6832: 3
Answer6833: 7’9/28
Answer6834: 11
Answer6835: 20
Answer6836: 9
Answer6837: 13
Answer6838: 8’2/3
Answer6839: 14
Answer6840: 9
Answer6841: 42’2/3
Answer6842: 3
Answer6843: 19
Answer6844: 3’4/5
Answer6845: 8/77
Answer6846: 75
Answer6847: 3’1/2
Answer6848: 10
Answer6849: 27
Answer6850: 17’1/2
Answer6851: 1/5
Answer6852: 180
Answer6853: 7
Answer6854: 6
Answer6855: 5
Answer6856: 1’2/3
Answer6857: 152
Answer6858: 11
Answer6859: 14
Answer6860: 12
Answer6861: 15
Answer6862: 9’4/7
Answer6863: 3
Answer6864: 5/8
Answer6865: 16/25
Answer6866: 1/3
Answer6867: 2/15
Answer6868: 100
Answer6869: 1’1/2
Answer6870: 70
Answer6871: 6
Answer6872: 8
Answer6873: 7
Answer6874: 112’1/2
Answer6875: 36
Answer6876: 20
Answer6877: 81
Answer6878: 96
Answer6879: 20
Answer6880: 80
Answer6881: 5
Answer6882: 3
Answer6883: 5
Answer6884: 14
Answer6885: 10
Answer6886: 2/5
Answer6887: 380
Answer6888: 25
Answer6889: 3/7
Answer6890: 3’5/7
Answer6891: 3’1/2
Answer6892: 20
Answer6893: 4
Answer6894: 20
Answer6895: 1’1/3
Answer6896: 2’2/3
Answer6897: 7
Answer6898: 325
Answer6899: 2
Answer6900: 3’1/3
Answer6901: 80
Answer6902: 1’2/3
Answer6903: 22
Answer6904: 100
Answer6905: 14
Answer6906: 14
Answer6907: 40
Answer6908: 8
Answer6909: 2’1/2
Answer6910: 1
Answer6911: 30
Answer6912: 8
Answer6913: 5
Answer6914: 3/70
Answer6915: 13
Answer6916: 13’1/2
Answer6917: 10
Answer6918: 72
Answer6919: 1
Answer6920: 1’3/7
Answer6921: 40
Answer6922: 23
Answer6923: 9
Answer6924: 11
Answer6925: 33
Answer6926: 1’2/3
Answer6927: 36
Answer6928: 12
Answer6929: 7/38
Answer6930: 4’1/6
Answer6931: 41
Answer6932: 12
Answer6933: 15
Answer6934: 8
Answer6935: 12
Answer6936: 16
Answer6937: 13
Answer6938: 7/15
Answer6939: 13’2/5
Answer6940: 6
Answer6941: 15
Answer6942: 21
Answer6943: 82’2/7
Answer6944: 4
Answer6945: 3’5/9
Answer6946: 1’1/4
Answer6947: 5
Answer6948: 9
Answer6949: 7
Answer6950: 10’2/3
Answer6951: 48
Answer6952: 9
Answer6953: 1/9
Answer6954: 1’2/5
Answer6955: 3’1/3
Answer6956: 105
Answer6957: 45’7/9
Answer6958: 10
Answer6959: 8
Answer6960: 90
Answer6961: 3
Answer6962: 23
Answer6963: 10’4/7
Answer6964: 24
Answer6965: 1/4
Answer6966: 8
Answer6967: 9
Answer6968: 71
Answer6969: 7’1/4
Answer6970: 12
Answer6971: 4’3/5
Answer6972: 20
Answer6973: 13
Answer6974: 1
Answer6975: 43
Answer6976: 6
Answer6977: 8
Answer6978: 12
Answer6979: 11
Answer6980: 8
Answer6981: 22
Answer6982: 2’1/2
Answer6983: 7
Answer6984: 1/2
Answer6985: 36
Answer6986: 1/5
Answer6987: 17
Answer6988: 10
Answer6989: 40
Answer6990: 35
Answer6991: 5
Answer6992: 14
Answer6993: 9’1/2
Answer6994: 6’3/5
Answer6995: 15
Answer6996: 12
Answer6997: 2’1/2
Answer6998: 17
Answer6999: 18
Answer7000: 3
Answer7001: 3
Answer7002: 1
Answer7003: 4/9
Answer7004: 4’2/3
Answer7005: 15’1/3
Answer7006: 3/4
Answer7007: 4
Answer7008: 4
Answer7009: 90
Answer7010: 40
Answer7011: 84
Answer7012: 17’4/5
Answer7013: 5
Answer7014: 36
Answer7015: 12
Answer7016: 12
Answer7017: 18
Answer7018: 9
Answer7019: 1/2
Answer7020: 252
Answer7021: 3
Answer7022: 47
Answer7023: 7
Answer7024: 3528
Answer7025: 9
Answer7026: 5’1/7
Answer7027: 10
Answer7028: 8’8/9
Answer7029: 15
Answer7030: 10
Answer7031: 18
Answer7032: 1’3/7
Answer7033: 1/2
Answer7034: 11
Answer7035: 5/9
Answer7036: 13
Answer7037: 22
Answer7038: 11
Answer7039: 30
Answer7040: 5
Answer7041: 4
Answer7042: 3/7
Answer7043: 10’1/5
Answer7044: 1/16
Answer7045: 13
